created_at|latitude|longitude
2016-11-07 06:48:47|1.325080|103.939823
2016-11-07 06:48:57|1.314029|103.949334
2016-11-07 06:49:07|1.314029|103.949334
2016-11-07 06:49:18|1.314029|103.949334
2016-11-07 06:49:28|1.332047|103.941303
2016-11-07 06:49:39|1.332140|103.941282
2016-11-07 06:49:49|1.332237|103.941264
2016-11-07 06:49:49|1.332237|103.941264
2016-11-07 06:50:00|1.332237|103.941264
2016-11-07 06:50:11|1.332217|103.941275
2016-11-07 06:50:11|1.332217|103.941275
2016-11-07 06:50:11|1.332217|103.941275
2016-11-07 06:50:45|1.332217|103.941275
2016-11-07 06:50:55|1.332217|103.941275
2016-11-07 06:51:05|1.332217|103.941275
2016-11-07 06:51:15|1.332217|103.941275
2016-11-07 06:51:26|1.324354|103.938917
2016-11-07 06:51:38|1.324208|103.938826
2016-11-07 06:51:48|1.324208|103.938826
2016-11-07 06:51:59|1.324464|103.938781
2016-11-07 06:52:09|1.324208|103.938826
2016-11-07 06:52:19|1.324208|103.938826
2016-11-07 06:52:19|1.324208|103.938826
2016-11-07 06:52:38|1.324208|103.938826
2016-11-07 06:52:38|1.324208|103.938826
2016-11-07 06:52:59|1.324502|103.938645
2016-11-07 06:52:59|1.324502|103.938645
2016-11-07 06:53:19|1.324683|103.938871
2016-11-07 06:53:19|1.324683|103.938871
2016-11-07 06:53:30|1.324612|103.938599
2016-11-07 06:53:40|1.323983|103.939732
2016-11-07 06:53:54|1.324807|103.936469
2016-11-07 06:54:04|1.324591|103.935744
2016-11-07 06:54:15|1.324312|103.933387
2016-11-07 06:54:27|1.324100|103.932209
2016-11-07 06:54:37|1.324246|103.932118
2016-11-07 06:54:37|1.324246|103.932118
2016-11-07 06:54:50|1.324754|103.946686
2016-11-07 06:54:50|1.324754|103.946686
2016-11-07 06:55:10|1.324754|103.946686
2016-11-07 06:55:21|1.324754|103.946686
2016-11-07 06:55:34|1.324754|103.946686
2016-11-07 06:55:44|1.324754|103.946686
2016-11-07 06:55:44|1.324754|103.946686
2016-11-07 06:56:02|1.324754|103.946686
2016-11-07 06:56:12|1.324754|103.946686
2016-11-07 06:56:27|1.324754|103.946686
2016-11-07 06:56:38|1.324754|103.946686
2016-11-07 06:56:38|1.324754|103.946686
2016-11-07 06:56:50|1.324754|103.946686
2016-11-07 06:57:09|1.323322|103.927405
2016-11-07 06:57:09|1.323322|103.927405
2016-11-07 06:57:20|1.324129|103.927133
2016-11-07 06:57:30|1.324091|103.927360
2016-11-07 06:57:30|1.324091|103.927360
2016-11-07 06:57:51|1.325296|103.927768
2016-11-07 06:58:02|1.325518|103.927224
2016-11-07 06:58:13|1.327716|103.926771
2016-11-07 06:58:28|1.329180|103.926589
2016-11-07 06:58:28|1.329180|103.926589
2016-11-07 06:58:39|1.329221|103.925728
2016-11-07 06:58:50|1.329668|103.924459
2016-11-07 06:58:59|1.329560|103.924051
2016-11-07 06:59:10|1.329864|103.922148
2016-11-07 06:59:23|1.331094|103.920163
2016-11-07 06:59:37|1.333668|103.919365
2016-11-07 06:59:37|1.333668|103.919365
2016-11-07 07:00:04|1.329721|103.915215
2016-11-07 07:00:21|1.329768|103.913357
2016-11-07 07:00:21|1.329768|103.913357
2016-11-07 07:00:32|1.329156|103.911590
