created_at|latitude|longitude
2016-11-07 06:50:13|1.415099|103.811654
2016-11-07 06:50:24|1.414213|103.813662
2016-11-07 06:50:35|1.413663|103.815842
2016-11-07 06:50:46|1.413986|103.818104
2016-11-07 06:50:57|1.414306|103.820311
2016-11-07 06:51:07|1.414076|103.821983
2016-11-07 06:51:18|1.413757|103.822752
2016-11-07 06:51:28|1.413207|103.823539
2016-11-07 06:51:39|1.412150|103.824940
2016-11-07 06:51:49|1.411140|103.826484
2016-11-07 06:51:49|1.411140|103.826484
2016-11-07 06:52:00|1.410382|103.828365
2016-11-07 06:52:11|1.410146|103.829228
2016-11-07 06:52:21|1.410146|103.829228
2016-11-07 06:52:31|1.410146|103.829228
2016-11-07 06:52:42|1.410146|103.829228
2016-11-07 06:52:53|1.410146|103.829228
2016-11-07 06:53:04|1.410055|103.829626
2016-11-07 06:53:15|1.409186|103.829321
2016-11-07 06:53:25|1.407766|103.828594
2016-11-07 06:53:35|1.406176|103.827919
2016-11-07 06:53:45|1.404382|103.827534
2016-11-07 06:53:56|1.402302|103.827545
2016-11-07 06:54:07|1.400333|103.828000
2016-11-07 06:54:18|1.398555|103.828845
2016-11-07 06:54:29|1.396857|103.830199
2016-11-07 06:54:39|1.395621|103.831808
2016-11-07 06:54:39|1.395621|103.831808
2016-11-07 06:54:50|1.394520|103.833620
2016-11-07 06:55:00|1.393575|103.835098
2016-11-07 06:55:11|1.392552|103.836694
2016-11-07 06:55:22|1.391561|103.838240
2016-11-07 06:55:32|1.390616|103.839752
2016-11-07 06:55:42|1.389381|103.840951
2016-11-07 06:55:52|1.388333|103.841506
2016-11-07 06:56:03|1.388121|103.841742
2016-11-07 06:56:13|1.388108|103.841830
2016-11-07 06:56:24|1.388462|103.842489
2016-11-07 06:56:34|1.389404|103.843761
2016-11-07 06:56:44|1.390285|103.844913
2016-11-07 06:56:55|1.390374|103.845015
2016-11-07 06:57:05|1.390685|103.845370
2016-11-07 06:57:15|1.391466|103.846609
2016-11-07 06:57:25|1.392137|103.848158
2016-11-07 06:57:36|1.392534|103.849934
2016-11-07 06:57:46|1.392566|103.851446
2016-11-07 06:57:57|1.392317|103.853001
2016-11-07 06:58:08|1.391969|103.854736
2016-11-07 06:58:18|1.391614|103.856259
2016-11-07 06:58:28|1.391295|103.857522
2016-11-07 06:58:39|1.391241|103.857793
2016-11-07 06:58:49|1.391241|103.857793
2016-11-07 06:58:49|1.391241|103.857793
2016-11-07 06:59:00|1.391241|103.857793
2016-11-07 06:59:11|1.391241|103.857793
2016-11-07 06:59:21|1.391137|103.858107
2016-11-07 06:59:32|1.390827|103.859605
2016-11-07 06:59:43|1.390390|103.861203
2016-11-07 06:59:53|1.390016|103.862502
2016-11-07 07:00:04|1.389633|103.863870
2016-11-07 07:00:14|1.389285|103.865227
2016-11-07 07:00:24|1.388907|103.866649
2016-11-07 07:00:35|1.388557|103.868108
2016-11-07 07:00:45|1.388993|103.868802
2016-11-07 07:00:56|1.390051|103.868975
2016-11-07 07:01:06|1.390599|103.869060
2016-11-07 07:01:17|1.390599|103.869060
2016-11-07 07:01:28|1.390599|103.869060
2016-11-07 07:01:38|1.390599|103.869060
2016-11-07 07:01:48|1.390599|103.869060
2016-11-07 07:01:59|1.391060|103.869106
2016-11-07 07:02:09|1.391307|103.869688
2016-11-07 07:02:09|1.391307|103.869688
2016-11-07 07:02:21|1.391221|103.870744
2016-11-07 07:02:31|1.391289|103.871404
2016-11-07 07:02:41|1.392093|103.871934
2016-11-07 07:02:52|1.393132|103.872534
2016-11-07 07:03:02|1.393381|103.872611
2016-11-07 07:03:13|1.393677|103.872659
2016-11-07 07:03:23|1.394389|103.872768
2016-11-07 07:03:34|1.395211|103.872892
2016-11-07 07:03:44|1.396184|103.873025
2016-11-07 07:03:55|1.396882|103.873084
2016-11-07 07:04:06|1.397558|103.873141
2016-11-07 07:04:16|1.397773|103.873149
2016-11-07 07:04:27|1.398469|103.872942
2016-11-07 07:04:38|1.398854|103.872766
2016-11-07 07:04:49|1.399000|103.872861
2016-11-07 07:04:59|1.399102|103.872939
2016-11-07 07:04:59|1.399102|103.872939
2016-11-07 07:05:10|1.398418|103.873299
2016-11-07 07:05:20|1.398295|103.873221
2016-11-07 07:05:31|1.398366|103.873268
2016-11-07 07:05:41|1.398366|103.873268
2016-11-07 07:05:51|1.398366|103.873268
2016-11-07 07:06:02|1.398366|103.873268
2016-11-07 07:06:13|1.398234|103.873175
2016-11-07 07:06:23|1.398198|103.873124
2016-11-07 07:06:34|1.398198|103.873124
2016-11-07 07:06:44|1.398198|103.873124
2016-11-07 07:06:55|1.398176|103.873196
2016-11-07 07:07:06|1.398176|103.873196
2016-11-07 07:07:17|1.398176|103.873196
2016-11-07 07:07:28|1.398176|103.873196
2016-11-07 07:07:39|1.398176|103.873196
2016-11-07 07:07:39|1.398176|103.873196
2016-11-07 07:07:50|1.398176|103.873196
2016-11-07 07:08:00|1.398176|103.873196
2016-11-07 07:08:10|1.398176|103.873196
2016-11-07 07:08:20|1.398176|103.873196
2016-11-07 07:08:31|1.398176|103.873196
2016-11-07 07:08:41|1.398176|103.873196
2016-11-07 07:08:51|1.398176|103.873196
2016-11-07 07:09:02|1.398176|103.873196
2016-11-07 07:09:13|1.398176|103.873196
2016-11-07 07:09:24|1.398176|103.873196
2016-11-07 07:09:34|1.398176|103.873196
2016-11-07 07:09:44|1.398176|103.873196
2016-11-07 07:09:55|1.398176|103.873196
2016-11-07 07:10:06|1.398176|103.873196
2016-11-07 07:10:16|1.398138|103.873185
2016-11-07 07:10:27|1.398138|103.873185
2016-11-07 07:10:37|1.398138|103.873185
2016-11-07 07:10:48|1.398138|103.873185
2016-11-07 07:10:59|1.398138|103.873185
2016-11-07 07:10:59|1.398138|103.873185
2016-11-07 07:11:10|1.398138|103.873185
2016-11-07 07:11:20|1.398144|103.873183
2016-11-07 07:11:31|1.398144|103.873183
2016-11-07 07:11:41|1.398144|103.873183
2016-11-07 07:11:51|1.398144|103.873183
2016-11-07 07:12:02|1.398144|103.873183
2016-11-07 07:12:12|1.398144|103.873183
2016-11-07 07:12:22|1.398144|103.873183
2016-11-07 07:12:33|1.398144|103.873183
2016-11-07 07:12:44|1.398144|103.873183
2016-11-07 07:12:54|1.398144|103.873183
2016-11-07 07:13:05|1.398151|103.873183
2016-11-07 07:13:16|1.398151|103.873183
2016-11-07 07:13:26|1.398151|103.873183
2016-11-07 07:13:36|1.398151|103.873183
2016-11-07 07:13:47|1.398151|103.873183
2016-11-07 07:13:58|1.398159|103.873181
2016-11-07 07:14:09|1.398159|103.873181
2016-11-07 07:14:09|1.398159|103.873181
2016-11-07 07:14:20|1.398159|103.873181
2016-11-07 07:14:30|1.398159|103.873181
2016-11-07 07:14:40|1.398159|103.873181
2016-11-07 07:14:51|1.398159|103.873181
2016-11-07 07:15:01|1.398159|103.873181
2016-11-07 07:15:12|1.398159|103.873181
2016-11-07 07:15:22|1.398159|103.873181
2016-11-07 07:15:32|1.398159|103.873181
2016-11-07 07:15:43|1.398159|103.873181
2016-11-07 07:15:54|1.398159|103.873181
2016-11-07 07:16:04|1.398159|103.873181
2016-11-07 07:16:14|1.398159|103.873181
2016-11-07 07:16:24|1.398159|103.873181
2016-11-07 07:16:34|1.398159|103.873181
2016-11-07 07:16:44|1.398159|103.873181
2016-11-07 07:16:55|1.398159|103.873181
2016-11-07 07:17:05|1.398159|103.873181
2016-11-07 07:17:15|1.398159|103.873181
2016-11-07 07:17:26|1.398159|103.873181
2016-11-07 07:17:36|1.398159|103.873181
2016-11-07 07:17:46|1.398159|103.873181
2016-11-07 07:17:56|1.398159|103.873181
2016-11-07 07:18:06|1.398159|103.873181
2016-11-07 07:18:17|1.398159|103.873181
2016-11-07 07:18:27|1.398159|103.873181
2016-11-07 07:18:37|1.398159|103.873181
2016-11-07 07:18:48|1.398159|103.873181
2016-11-07 07:18:59|1.398159|103.873181
2016-11-07 07:19:09|1.398159|103.873181
2016-11-07 07:19:19|1.398159|103.873181
2016-11-07 07:19:29|1.398159|103.873181
2016-11-07 07:19:29|1.398159|103.873181
2016-11-07 07:19:40|1.398159|103.873181
2016-11-07 07:19:50|1.398159|103.873181
2016-11-07 07:20:01|1.398159|103.873181
2016-11-07 07:20:11|1.398159|103.873181
2016-11-07 07:20:22|1.398159|103.873181
2016-11-07 07:20:32|1.398159|103.873181
2016-11-07 07:20:43|1.398159|103.873181
2016-11-07 07:20:54|1.398159|103.873181
2016-11-07 07:21:05|1.398159|103.873181
2016-11-07 07:21:16|1.398159|103.873181
2016-11-07 07:21:26|1.398159|103.873181
2016-11-07 07:21:36|1.398159|103.873181
2016-11-07 07:21:47|1.398159|103.873181
2016-11-07 07:21:58|1.398159|103.873181
2016-11-07 07:22:09|1.398159|103.873181
2016-11-07 07:22:19|1.398159|103.873181
2016-11-07 07:22:29|1.398159|103.873181
2016-11-07 07:22:39|1.398159|103.873181
2016-11-07 07:22:39|1.398159|103.873181
2016-11-07 07:22:50|1.398159|103.873181
2016-11-07 07:23:01|1.398159|103.873181
2016-11-07 07:23:11|1.398159|103.873181
2016-11-07 07:23:22|1.398159|103.873181
2016-11-07 07:23:32|1.398159|103.873181
2016-11-07 07:23:43|1.398159|103.873181
2016-11-07 07:23:54|1.398159|103.873181
2016-11-07 07:24:04|1.398159|103.873181
2016-11-07 07:24:14|1.398159|103.873181
2016-11-07 07:24:25|1.398159|103.873181
2016-11-07 07:24:35|1.398159|103.873181
2016-11-07 07:24:45|1.398159|103.873181
2016-11-07 07:24:56|1.398159|103.873181
2016-11-07 07:25:06|1.398153|103.873181
2016-11-07 07:25:17|1.398153|103.873181
2016-11-07 07:25:28|1.398153|103.873181
2016-11-07 07:25:38|1.398153|103.873181
2016-11-07 07:25:49|1.398147|103.873186
2016-11-07 07:25:59|1.398150|103.873183
2016-11-07 07:26:09|1.398144|103.873172
2016-11-07 07:26:09|1.398144|103.873172
2016-11-07 07:26:20|1.398167|103.873094
2016-11-07 07:26:30|1.398219|103.873135
2016-11-07 07:26:40|1.398304|103.873202
2016-11-07 07:26:50|1.398325|103.873259
2016-11-07 07:27:01|1.398339|103.873285
2016-11-07 07:27:12|1.398333|103.873287
2016-11-07 07:27:22|1.398333|103.873287
2016-11-07 07:27:33|1.398333|103.873287
2016-11-07 07:27:44|1.398333|103.873287
2016-11-07 07:27:54|1.398333|103.873287
2016-11-07 07:28:05|1.398361|103.873215
2016-11-07 07:28:15|1.398318|103.873064
2016-11-07 07:28:25|1.397991|103.873167
2016-11-07 07:28:35|1.397105|103.873200
2016-11-07 07:28:45|1.396464|103.873122
2016-11-07 07:28:56|1.395682|103.873048
2016-11-07 07:29:07|1.394458|103.872920
2016-11-07 07:29:17|1.393069|103.872634
2016-11-07 07:29:27|1.391931|103.872017
2016-11-07 07:29:37|1.391660|103.871832
2016-11-07 07:29:48|1.391660|103.871832
2016-11-07 07:29:58|1.391660|103.871832
2016-11-07 07:30:09|1.391660|103.871832
2016-11-07 07:30:09|1.391660|103.871832
2016-11-07 07:30:20|1.391537|103.871710
2016-11-07 07:30:30|1.391057|103.871320
2016-11-07 07:30:41|1.391084|103.870301
2016-11-07 07:30:52|1.391105|103.869544
2016-11-07 07:31:03|1.390683|103.869181
2016-11-07 07:31:13|1.390284|103.869119
2016-11-07 07:31:24|1.389442|103.869010
2016-11-07 07:31:34|1.388963|103.868957
2016-11-07 07:31:45|1.388954|103.868956
2016-11-07 07:31:55|1.388954|103.868956
2016-11-07 07:32:05|1.388954|103.868956
2016-11-07 07:32:16|1.388954|103.868956
2016-11-07 07:32:27|1.388954|103.868956
2016-11-07 07:32:38|1.388954|103.868956
2016-11-07 07:32:49|1.388811|103.868942
2016-11-07 07:32:49|1.388811|103.868942
2016-11-07 07:33:00|1.388721|103.868928
2016-11-07 07:33:10|1.388433|103.868889
2016-11-07 07:33:21|1.388192|103.868337
2016-11-07 07:33:31|1.388519|103.867235
2016-11-07 07:33:42|1.388729|103.866380
2016-11-07 07:33:53|1.388941|103.865613
2016-11-07 07:34:03|1.389234|103.864567
2016-11-07 07:34:14|1.389249|103.863745
2016-11-07 07:34:24|1.388480|103.863122
2016-11-07 07:34:34|1.387764|103.862723
2016-11-07 07:34:45|1.387060|103.862314
2016-11-07 07:34:55|1.386278|103.861872
2016-11-07 07:35:06|1.385900|103.861609
2016-11-07 07:35:17|1.385128|103.861623
2016-11-07 07:35:28|1.384130|103.861745
2016-11-07 07:35:38|1.383494|103.861921
2016-11-07 07:35:49|1.382954|103.862146
2016-11-07 07:35:49|1.382954|103.862146
2016-11-07 07:36:00|1.382668|103.861696
2016-11-07 07:36:11|1.382835|103.861309
2016-11-07 07:36:21|1.383203|103.861114
2016-11-07 07:36:31|1.383369|103.860705
2016-11-07 07:36:41|1.383054|103.860458
2016-11-07 07:36:51|1.383044|103.860446
2016-11-07 07:37:02|1.383021|103.860399
2016-11-07 07:37:02|1.383021|103.860399
2016-11-07 07:37:13|1.382828|103.860187
2016-11-07 07:37:23|1.382504|103.860006
2016-11-07 07:37:33|1.382199|103.859889
2016-11-07 07:37:44|1.382199|103.859889
2016-11-07 07:37:54|1.382546|103.860027
2016-11-07 07:38:05|1.383031|103.860372
2016-11-07 07:38:15|1.383381|103.860694
2016-11-07 07:38:25|1.383253|103.861123
2016-11-07 07:38:36|1.382763|103.861495
2016-11-07 07:38:46|1.382861|103.862044
2016-11-07 07:38:57|1.383381|103.861916
2016-11-07 07:39:07|1.383934|103.861677
2016-11-07 07:39:17|1.384883|103.861576
2016-11-07 07:39:27|1.385661|103.861490
2016-11-07 07:39:38|1.385827|103.861457
2016-11-07 07:39:48|1.386046|103.861779
2016-11-07 07:39:59|1.386733|103.862065
2016-11-07 07:40:09|1.387364|103.862480
2016-11-07 07:40:19|1.388056|103.862875
2016-11-07 07:40:19|1.388056|103.862875
2016-11-07 07:40:30|1.388653|103.863182
2016-11-07 07:40:41|1.389269|103.863647
2016-11-07 07:40:51|1.389269|103.863647
2016-11-07 07:41:02|1.389269|103.863647
2016-11-07 07:41:12|1.389269|103.863647
2016-11-07 07:41:22|1.389269|103.863647
2016-11-07 07:41:32|1.389305|103.863675
2016-11-07 07:41:42|1.389544|103.863565
2016-11-07 07:41:53|1.389910|103.862323
2016-11-07 07:42:03|1.390260|103.861133
2016-11-07 07:42:13|1.390586|103.859873
2016-11-07 07:42:24|1.390996|103.858518
2016-11-07 07:42:34|1.391582|103.857724
2016-11-07 07:42:45|1.393190|103.857641
2016-11-07 07:42:56|1.394873|103.857388
2016-11-07 07:43:06|1.396131|103.856641
2016-11-07 07:43:17|1.397158|103.855145
2016-11-07 07:43:27|1.397391|103.853597
2016-11-07 07:43:38|1.396703|103.851827
2016-11-07 07:43:48|1.396362|103.850139
2016-11-07 07:43:59|1.396420|103.848099
2016-11-07 07:44:09|1.396480|103.846320
2016-11-07 07:44:19|1.396473|103.844724
2016-11-07 07:44:19|1.396473|103.844724
2016-11-07 07:44:30|1.396330|103.842990
2016-11-07 07:44:41|1.395993|103.841092
2016-11-07 07:44:52|1.395531|103.839238
2016-11-07 07:45:02|1.395127|103.837635
2016-11-07 07:45:13|1.394687|103.835874
2016-11-07 07:45:23|1.394308|103.834260
2016-11-07 07:45:33|1.393846|103.832510
2016-11-07 07:45:43|1.393366|103.830805
2016-11-07 07:45:54|1.392956|103.828849
2016-11-07 07:46:04|1.392791|103.826993
2016-11-07 07:46:15|1.392773|103.825071
2016-11-07 07:46:25|1.392928|103.823391
2016-11-07 07:46:35|1.393260|103.821656
2016-11-07 07:46:45|1.393563|103.820234
2016-11-07 07:46:56|1.393667|103.819162
2016-11-07 07:47:07|1.393422|103.818897
2016-11-07 07:47:18|1.392402|103.818630
2016-11-07 07:47:28|1.391212|103.818363
2016-11-07 07:47:38|1.390023|103.818138
2016-11-07 07:47:49|1.388565|103.818437
2016-11-07 07:47:49|1.388565|103.818437
2016-11-07 07:48:00|1.387499|103.819536
2016-11-07 07:48:11|1.386755|103.820776
2016-11-07 07:48:21|1.386061|103.821944
2016-11-07 07:48:32|1.385303|103.823096
2016-11-07 07:48:42|1.384630|103.824165
2016-11-07 07:48:52|1.383905|103.825177
2016-11-07 07:49:03|1.382918|103.825909
2016-11-07 07:49:14|1.381765|103.826485
2016-11-07 07:49:24|1.380726|103.826984
2016-11-07 07:49:35|1.379790|103.827460
2016-11-07 07:49:45|1.379363|103.827706
2016-11-07 07:49:55|1.379343|103.827717
2016-11-07 07:50:06|1.379343|103.827717
2016-11-07 07:50:16|1.379343|103.827717
2016-11-07 07:50:26|1.379343|103.827717
2016-11-07 07:50:37|1.379343|103.827717
2016-11-07 07:50:48|1.379343|103.827717
2016-11-07 07:50:58|1.379343|103.827717
2016-11-07 07:51:09|1.379343|103.827717
2016-11-07 07:51:19|1.379343|103.827717
2016-11-07 07:51:19|1.379343|103.827717
2016-11-07 07:51:30|1.379343|103.827717
2016-11-07 07:51:41|1.379343|103.827717
2016-11-07 07:51:52|1.379343|103.827717
2016-11-07 07:52:03|1.379343|103.827717
2016-11-07 07:52:13|1.379343|103.827717
2016-11-07 07:52:23|1.379343|103.827717
2016-11-07 07:52:34|1.379343|103.827717
2016-11-07 07:52:45|1.379343|103.827717
2016-11-07 07:52:56|1.379343|103.827717
2016-11-07 07:53:06|1.379343|103.827717
2016-11-07 07:53:17|1.379343|103.827717
2016-11-07 07:53:27|1.379343|103.827717
2016-11-07 07:53:38|1.379343|103.827717
2016-11-07 07:53:48|1.379343|103.827717
2016-11-07 07:53:59|1.379343|103.827717
2016-11-07 07:53:59|1.379343|103.827717
2016-11-07 07:54:10|1.379343|103.827717
2016-11-07 07:54:21|1.379343|103.827717
2016-11-07 07:54:31|1.379343|103.827717
2016-11-07 07:54:41|1.379335|103.827731
2016-11-07 07:54:51|1.379335|103.827731
2016-11-07 07:55:01|1.379335|103.827731
2016-11-07 07:55:12|1.379335|103.827731
2016-11-07 07:55:22|1.379335|103.827731
2016-11-07 07:55:33|1.379335|103.827731
2016-11-07 07:55:43|1.379335|103.827731
2016-11-07 07:55:53|1.379335|103.827731
2016-11-07 07:56:04|1.379335|103.827731
2016-11-07 07:56:14|1.379335|103.827731
2016-11-07 07:56:25|1.379335|103.827731
2016-11-07 07:56:35|1.379335|103.827731
2016-11-07 07:56:46|1.379335|103.827731
2016-11-07 07:56:57|1.379335|103.827731
2016-11-07 07:57:08|1.379335|103.827731
2016-11-07 07:57:19|1.379335|103.827731
2016-11-07 07:57:29|1.379335|103.827731
2016-11-07 07:57:39|1.379335|103.827731
2016-11-07 07:57:49|1.379335|103.827731
2016-11-07 07:57:49|1.379335|103.827731
2016-11-07 07:58:00|1.379335|103.827731
2016-11-07 07:58:11|1.379335|103.827731
2016-11-07 07:58:21|1.379335|103.827731
2016-11-07 07:58:31|1.379335|103.827731
2016-11-07 07:58:42|1.379335|103.827731
2016-11-07 07:58:53|1.379335|103.827731
2016-11-07 07:59:04|1.379335|103.827731
2016-11-07 07:59:04|1.379335|103.827731
2016-11-07 07:59:15|1.379335|103.827731
2016-11-07 07:59:26|1.379200|103.827770
2016-11-07 07:59:26|1.379200|103.827770
2016-11-07 07:59:36|1.378634|103.828066
2016-11-07 07:59:47|1.377834|103.828338
2016-11-07 07:59:58|1.376912|103.828506
2016-11-07 08:00:08|1.376020|103.828539
2016-11-07 08:00:19|1.374932|103.828593
2016-11-07 08:00:19|1.374932|103.828593
2016-11-07 08:00:30|1.373865|103.828655
2016-11-07 08:00:41|1.372878|103.828702
2016-11-07 08:00:51|1.371890|103.828726
2016-11-07 08:01:01|1.370903|103.828701
2016-11-07 08:01:11|1.369924|103.828646
2016-11-07 08:01:21|1.369000|103.828561
2016-11-07 08:01:32|1.368213|103.828586
2016-11-07 08:01:43|1.368063|103.828779
2016-11-07 08:01:53|1.367993|103.829498
2016-11-07 08:02:03|1.367927|103.830166
2016-11-07 08:02:14|1.367871|103.830976
2016-11-07 08:02:25|1.367743|103.832133
2016-11-07 08:02:35|1.367503|103.833226
2016-11-07 08:02:45|1.367176|103.834332
2016-11-07 08:02:55|1.366796|103.835371
2016-11-07 08:03:06|1.366380|103.836500
2016-11-07 08:03:17|1.365951|103.837719
2016-11-07 08:03:28|1.365457|103.839086
2016-11-07 08:03:39|1.364911|103.840466
2016-11-07 08:03:49|1.364606|103.841538
2016-11-07 08:03:59|1.364583|103.841699
2016-11-07 08:03:59|1.364583|103.841699
2016-11-07 08:04:10|1.364583|103.841699
2016-11-07 08:04:20|1.364551|103.841890
2016-11-07 08:04:31|1.364503|103.842607
2016-11-07 08:04:42|1.364493|103.842765
2016-11-07 08:04:52|1.364493|103.842765
2016-11-07 08:05:02|1.364493|103.842765
2016-11-07 08:05:13|1.364493|103.842765
2016-11-07 08:05:23|1.364493|103.842765
2016-11-07 08:05:33|1.364493|103.842765
2016-11-07 08:05:44|1.364493|103.842765
2016-11-07 08:05:54|1.364493|103.842765
2016-11-07 08:06:04|1.364493|103.842765
2016-11-07 08:06:14|1.364493|103.842765
2016-11-07 08:06:24|1.364493|103.842765
2016-11-07 08:06:24|1.364493|103.842765
2016-11-07 08:06:35|1.364454|103.843314
2016-11-07 08:06:46|1.364420|103.844492
2016-11-07 08:06:56|1.364431|103.844978
2016-11-07 08:07:07|1.364423|103.844989
2016-11-07 08:07:17|1.364423|103.844989
2016-11-07 08:07:28|1.364423|103.844989
2016-11-07 08:07:38|1.364423|103.844989
2016-11-07 08:07:49|1.364423|103.844989
2016-11-07 08:07:49|1.364423|103.844989
2016-11-07 08:08:00|1.364423|103.844989
2016-11-07 08:08:11|1.364423|103.844989
2016-11-07 08:08:21|1.364423|103.844989
2016-11-07 08:08:32|1.364287|103.845291
2016-11-07 08:08:43|1.364131|103.846236
2016-11-07 08:08:54|1.363837|103.847378
2016-11-07 08:09:05|1.363267|103.848541
2016-11-07 08:09:15|1.363249|103.848732
2016-11-07 08:09:25|1.363590|103.849073
2016-11-07 08:09:36|1.364181|103.849585
2016-11-07 08:09:47|1.364911|103.850106
2016-11-07 08:09:58|1.365587|103.850066
2016-11-07 08:10:08|1.365905|103.849590
2016-11-07 08:10:18|1.365890|103.849122
2016-11-07 08:10:28|1.365890|103.849122
2016-11-07 08:10:39|1.365913|103.848957
2016-11-07 08:10:39|1.365913|103.848957
2016-11-07 08:10:50|1.365896|103.848193
2016-11-07 08:11:00|1.365819|103.847265
2016-11-07 08:11:11|1.366222|103.846037
2016-11-07 08:11:22|1.366715|103.845458
2016-11-07 08:11:33|1.367201|103.844840
2016-11-07 08:11:44|1.366849|103.844630
2016-11-07 08:11:54|1.366801|103.844606
2016-11-07 08:12:04|1.366801|103.844606
2016-11-07 08:12:15|1.366801|103.844606
2016-11-07 08:12:25|1.366801|103.844606
2016-11-07 08:12:36|1.366254|103.844231
2016-11-07 08:12:46|1.366164|103.844163
2016-11-07 08:12:57|1.366164|103.844163
2016-11-07 08:13:07|1.366164|103.844163
2016-11-07 08:13:18|1.366164|103.844163
2016-11-07 08:13:28|1.366029|103.844061
2016-11-07 08:13:39|1.365426|103.843609
2016-11-07 08:13:39|1.365426|103.843609
2016-11-07 08:13:50|1.365005|103.843423
2016-11-07 08:14:00|1.365005|103.843423
2016-11-07 08:14:11|1.365005|103.843423
2016-11-07 08:14:21|1.365005|103.843423
2016-11-07 08:14:32|1.365005|103.843423
