created_at|latitude|longitude
2016-11-07 06:34:15|1.388915|103.910321
2016-11-07 06:34:26|1.389097|103.910630
2016-11-07 06:34:26|1.389097|103.910630
2016-11-07 06:34:50|1.388547|103.910456
2016-11-07 06:35:01|1.388791|103.910177
2016-11-07 06:35:13|1.388882|103.909732
2016-11-07 06:35:13|1.388882|103.909732
2016-11-07 06:35:24|1.388474|103.909393
2016-11-07 06:35:34|1.387558|103.908927
2016-11-07 06:35:45|1.388907|103.909416
2016-11-07 06:35:55|1.389041|103.909365
2016-11-07 06:36:07|1.389148|103.909365
2016-11-07 06:36:17|1.389185|103.909336
2016-11-07 06:36:28|1.389168|103.909317
2016-11-07 06:36:38|1.389074|103.909260
2016-11-07 06:36:48|1.388507|103.908213
2016-11-07 06:36:58|1.389029|103.907011
2016-11-07 06:37:09|1.389008|103.906457
2016-11-07 06:37:20|1.388650|103.906069
2016-11-07 06:37:30|1.388836|103.905719
2016-11-07 06:37:41|1.389790|103.904401
2016-11-07 06:37:51|1.390589|103.903138
2016-11-07 06:38:02|1.390909|103.901880
2016-11-07 06:38:12|1.390928|103.901777
2016-11-07 06:38:23|1.390928|103.901777
2016-11-07 06:38:33|1.390928|103.901777
2016-11-07 06:38:43|1.390928|103.901777
2016-11-07 06:38:43|1.390928|103.901777
2016-11-07 06:38:53|1.390928|103.901777
2016-11-07 06:39:04|1.390928|103.901777
2016-11-07 06:39:14|1.390936|103.901753
2016-11-07 06:39:25|1.390993|103.900637
2016-11-07 06:39:36|1.391420|103.899054
2016-11-07 06:39:46|1.391606|103.898071
2016-11-07 06:39:57|1.390490|103.897591
2016-11-07 06:40:07|1.389928|103.897394
2016-11-07 06:40:18|1.389927|103.897393
2016-11-07 06:40:29|1.389927|103.897393
2016-11-07 06:40:39|1.389927|103.897393
2016-11-07 06:40:49|1.389927|103.897393
2016-11-07 06:40:59|1.389927|103.897393
2016-11-07 06:41:09|1.389927|103.897393
2016-11-07 06:41:20|1.389927|103.897393
2016-11-07 06:41:30|1.389668|103.897338
2016-11-07 06:41:40|1.388532|103.896950
2016-11-07 06:41:50|1.388320|103.896865
2016-11-07 06:42:01|1.387739|103.896636
2016-11-07 06:42:12|1.386504|103.896156
2016-11-07 06:42:22|1.386066|103.896014
2016-11-07 06:42:32|1.386066|103.896014
2016-11-07 06:42:42|1.386066|103.896014
2016-11-07 06:42:52|1.386066|103.896014
2016-11-07 06:43:02|1.386066|103.896014
2016-11-07 06:43:13|1.386057|103.896010
2016-11-07 06:43:23|1.385840|103.895634
2016-11-07 06:43:33|1.386324|103.894796
2016-11-07 06:43:33|1.386324|103.894796
2016-11-07 06:43:44|1.386435|103.893979
2016-11-07 06:43:55|1.385444|103.893595
2016-11-07 06:44:05|1.383987|103.893287
2016-11-07 06:44:16|1.382435|103.893074
2016-11-07 06:44:27|1.381609|103.892964
2016-11-07 06:44:38|1.382413|103.892947
2016-11-07 06:44:48|1.382549|103.892938
2016-11-07 06:44:58|1.382549|103.892938
2016-11-07 06:45:09|1.382510|103.892869
2016-11-07 06:45:19|1.382499|103.892730
2016-11-07 06:45:29|1.382448|103.892662
2016-11-07 06:45:39|1.382323|103.892602
2016-11-07 06:45:49|1.382323|103.892602
2016-11-07 06:45:59|1.382323|103.892602
2016-11-07 06:46:10|1.382323|103.892602
2016-11-07 06:46:21|1.382323|103.892602
2016-11-07 06:46:32|1.382323|103.892602
2016-11-07 06:46:42|1.382323|103.892602
2016-11-07 06:46:52|1.382155|103.892667
2016-11-07 06:47:02|1.382120|103.892875
2016-11-07 06:47:13|1.382329|103.893006
2016-11-07 06:47:23|1.383384|103.893075
2016-11-07 06:47:23|1.383384|103.893075
2016-11-07 06:47:34|1.384677|103.893234
2016-11-07 06:47:45|1.385852|103.893502
2016-11-07 06:47:55|1.386551|103.893574
2016-11-07 06:48:06|1.386514|103.892585
2016-11-07 06:48:16|1.386333|103.891600
2016-11-07 06:48:27|1.385979|103.891240
2016-11-07 06:48:38|1.384887|103.890826
2016-11-07 06:48:48|1.383827|103.890196
2016-11-07 06:48:59|1.382694|103.889237
2016-11-07 06:49:09|1.381577|103.888351
2016-11-07 06:49:19|1.380473|103.887466
2016-11-07 06:49:29|1.379474|103.886471
2016-11-07 06:49:39|1.379186|103.885085
2016-11-07 06:49:50|1.379120|103.883539
2016-11-07 06:50:01|1.378947|103.882006
2016-11-07 06:50:12|1.379009|103.881703
2016-11-07 06:50:22|1.379009|103.881703
2016-11-07 06:50:33|1.379009|103.881703
2016-11-07 06:50:43|1.379009|103.881703
2016-11-07 06:50:43|1.379009|103.881703
2016-11-07 06:50:54|1.379009|103.881703
2016-11-07 06:51:04|1.379009|103.881703
2016-11-07 06:51:14|1.379009|103.881703
2016-11-07 06:51:25|1.379009|103.881703
2016-11-07 06:51:36|1.379009|103.881703
2016-11-07 06:51:48|1.379053|103.881556
2016-11-07 06:51:58|1.379003|103.880385
2016-11-07 06:52:08|1.378934|103.878933
2016-11-07 06:52:18|1.378922|103.877523
2016-11-07 06:52:29|1.378847|103.876890
2016-11-07 06:52:40|1.378847|103.876885
2016-11-07 06:52:51|1.378847|103.876885
2016-11-07 06:53:02|1.378847|103.876885
2016-11-07 06:53:13|1.378846|103.876859
2016-11-07 06:53:23|1.378772|103.876124
2016-11-07 06:53:33|1.378691|103.874900
2016-11-07 06:53:43|1.378664|103.873385
2016-11-07 06:53:43|1.378664|103.873385
2016-11-07 06:53:54|1.378609|103.872328
2016-11-07 06:54:04|1.378580|103.872119
2016-11-07 06:54:15|1.378580|103.872119
2016-11-07 06:54:25|1.378580|103.872119
2016-11-07 06:54:36|1.378580|103.872119
